transaction_id,amount,timestamp,merchant_id,customer_id,transaction_type,device_type,location,previous_fraud,fraud_label
TX000185,3303.32,01/01/2024,M4,C815,purchase,mobile,US,1,0
TX000186,4087.94,01/01/2024,M1,C694,withdrawal,POS,AU,0,0
TX000187,2780.45,01/01/2024,M5,C874,withdrawal,POS,IN,1,0
TX000188,2652.96,01/01/2024,M5,C753,transfer,web,CA,0,0
TX000189,1216.84,01/01/2024,M5,C565,transfer,web,UK,0,0
TX000190,474.58,01/01/2024,M3,C461,withdrawal,web,AU,0,0
TX000191,4487.11,01/01/2024,M2,C167,purchase,web,CA,0,0
TX000192,4503.09,01/01/2024,M4,C630,withdrawal,POS,AU,1,0
TX000193,3169.18,01/01/2024,M5,C654,purchase,POS,IN,0,0
TX000194,1701.76,01/01/2024,M1,C080,purchase,mobile,AU,0,0
TX000195,1752.56,01/01/2024,M5,C756,purchase,mobile,AU,0,0
TX000196,3632.52,01/01/2024,M2,C913,withdrawal,mobile,AU,1,0
TX000197,4486.58,01/01/2024,M2,C863,purchase,web,US,0,0
TX000198,4436.56,01/01/2024,M4,C869,withdrawal,POS,CA,0,1
TX000199,3901.58,01/01/2024,M3,C406,purchase,POS,IN,0,0
TX000200,3213.74,01/01/2024,M4,C573,purchase,mobile,UK,0,0
TX000201,429.86,01/01/2024,M5,C045,withdrawal,mobile,IN,0,0
TX000202,816.53,01/01/2024,M1,C598,transfer,POS,IN,0,0
TX000203,4493.79,01/01/2024,M4,C610,transfer,web,US,0,0
TX000204,3036.08,01/01/2024,M3,C806,withdrawal,mobile,US,0,0
TX000205,55.89,01/01/2024,M4,C910,withdrawal,mobile,AU,1,0
TX000206,516.34,01/01/2024,M2,C052,transfer,POS,IN,0,0
TX000207,3320.87,01/01/2024,M5,C983,transfer,POS,CA,0,0
TX000208,35.26,01/01/2024,M5,C703,transfer,mobile,US,0,0
TX000209,812.43,01/01/2024,M5,C958,withdrawal,mobile,US,0,0
TX000210,2748.18,01/01/2024,M5,C475,purchase,web,CA,0,0
TX000211,3462.56,01/01/2024,M5,C591,withdrawal,web,US,0,0
TX000212,3263.29,01/01/2024,M5,C015,transfer,web,CA,0,0
TX000213,1129.1,01/01/2024,M1,C359,purchase,web,UK,0,0
TX000214,3563.77,01/01/2024,M3,C486,withdrawal,mobile,CA,0,0
TX000215,1193.87,01/01/2024,M5,C837,transfer,mobile,UK,0,0
TX000216,1633.74,01/01/2024,M3,C705,withdrawal,mobile,AU,0,0
TX000217,3734.99,01/01/2024,M5,C501,purchase,web,AU,1,0
TX000218,3251.67,01/01/2024,M4,C140,transfer,mobile,US,0,0
TX000219,4247.62,01/01/2024,M5,C619,withdrawal,POS,CA,0,0
TX000220,3291.49,01/01/2024,M2,C814,purchase,web,US,0,0
TX000221,2845.86,01/01/2024,M1,C776,purchase,POS,CA,0,0
TX000222,477.44,01/01/2024,M4,C446,withdrawal,web,US,1,0
TX000223,1844.9,01/01/2024,M4,C289,purchase,mobile,AU,0,0
TX000224,1333.36,01/01/2024,M2,C208,transfer,web,AU,0,0
TX000225,1227.51,01/01/2024,M5,C474,purchase,POS,US,0,0
TX000226,4865.32,01/01/2024,M1,C412,withdrawal,web,CA,0,0
TX000227,1971.56,01/01/2024,M4,C676,transfer,POS,IN,0,0
TX000228,4461.31,01/01/2024,M1,C426,purchase,mobile,CA,0,0
TX000229,3159.38,01/01/2024,M4,C853,purchase,POS,US,0,0
TX000230,3976.11,01/01/2024,M5,C370,transfer,mobile,CA,0,0
TX000231,2518.16,01/01/2024,M4,C831,transfer,POS,UK,0,0
TX000232,2888.75,01/01/2024,M4,C663,purchase,mobile,CA,1,0
TX000233,2467.66,01/01/2024,M3,C966,transfer,POS,AU,0,0
TX000234,984.26,01/01/2024,M5,C289,withdrawal,mobile,AU,0,0
TX000235,3615.04,01/01/2024,M2,C431,purchase,mobile,UK,0,0
TX000236,1411.05,01/01/2024,M2,C267,withdrawal,mobile,CA,0,0
TX000237,131.34,01/01/2024,M5,C150,purchase,POS,IN,0,0
TX000238,3230.91,01/01/2024,M2,C718,withdrawal,POS,CA,0,0
TX000239,893.78,01/01/2024,M5,C254,withdrawal,mobile,AU,0,0
TX000240,4702.89,01/01/2024,M2,C352,transfer,web,AU,0,0
TX000241,4770.1,01/01/2024,M3,C376,purchase,mobile,US,0,0
TX000242,4575.17,01/01/2024,M2,C652,transfer,web,AU,0,0
TX000243,1857.09,01/01/2024,M4,C854,transfer,mobile,US,0,0
TX000244,87.13,01/01/2024,M5,C357,purchase,POS,AU,0,0
TX000245,4642.31,01/01/2024,M1,C607,withdrawal,web,AU,0,0
TX000246,2146.64,01/01/2024,M1,C940,purchase,POS,IN,0,0
TX000247,4833.61,01/01/2024,M5,C369,purchase,web,US,0,0
TX000248,4818.46,01/01/2024,M3,C226,purchase,web,US,1,0
TX000249,4266.52,01/01/2024,M2,C704,transfer,web,AU,0,0
TX000250,1479.3,01/01/2024,M3,C302,purchase,web,US,1,0
TX000251,1931.64,01/01/2024,M1,C825,purchase,POS,AU,0,0
TX000252,4257.17,01/01/2024,M5,C388,purchase,web,AU,0,0
TX000253,1591.44,01/01/2024,M5,C376,withdrawal,mobile,CA,0,1
TX000254,855.77,01/01/2024,M3,C972,withdrawal,mobile,US,0,0
TX000255,2788.44,01/01/2024,M3,C117,withdrawal,web,UK,1,0
TX000256,4681.41,01/01/2024,M2,C004,withdrawal,POS,US,0,0
TX000257,3483.19,01/01/2024,M4,C443,transfer,POS,US,0,0
TX000258,2854.61,01/01/2024,M4,C351,transfer,web,IN,0,0
TX000259,494.91,01/01/2024,M2,C754,purchase,POS,UK,0,0
TX000260,3078.89,01/01/2024,M4,C532,transfer,POS,UK,0,0
TX000261,4950.37,01/01/2024,M1,C663,withdrawal,POS,IN,0,0
TX000262,709.02,01/01/2024,M4,C639,purchase,web,IN,0,0
TX000263,2596.46,01/01/2024,M2,C123,purchase,mobile,US,0,0
TX000264,4388.09,01/01/2024,M4,C657,withdrawal,mobile,CA,0,0
TX000265,3706.44,01/01/2024,M5,C276,withdrawal,mobile,IN,0,0
TX000266,3488.11,01/01/2024,M3,C821,withdrawal,mobile,UK,0,0
TX000267,3515.4,01/01/2024,M1,C393,transfer,mobile,UK,0,0
TX000268,1803.86,01/01/2024,M5,C663,purchase,POS,US,0,0
TX000269,1475.02,01/01/2024,M5,C359,withdrawal,POS,CA,1,0
TX000270,4048.71,01/01/2024,M2,C622,purchase,POS,AU,0,0
TX000271,4052.47,01/01/2024,M3,C468,purchase,web,IN,1,0
TX000272,4336.69,01/01/2024,M3,C984,transfer,POS,IN,0,0
TX000273,4567.07,01/01/2024,M1,C627,purchase,mobile,US,0,0
TX000274,2561.6,01/01/2024,M2,C699,withdrawal,POS,CA,0,0
TX000275,2512.57,01/01/2024,M1,C056,withdrawal,mobile,UK,0,0
TX000276,3993.49,01/01/2024,M4,C250,purchase,POS,UK,0,1
TX000277,3253.32,01/01/2024,M5,C895,purchase,mobile,AU,0,0
TX000278,3512.81,01/01/2024,M1,C918,transfer,POS,UK,1,0
TX000279,3981.01,01/01/2024,M5,C149,withdrawal,mobile,IN,0,0
TX000280,4451.13,01/01/2024,M2,C451,withdrawal,mobile,AU,0,0
TX000281,1696.6,01/01/2024,M4,C161,purchase,web,CA,0,0
TX000282,1884.16,01/01/2024,M2,C119,purchase,POS,AU,1,0
TX000283,478.97,01/01/2024,M4,C581,purchase,mobile,CA,0,0
TX000284,2895.62,01/01/2024,M4,C923,withdrawal,POS,UK,0,0
TX000285,189.35,01/01/2024,M5,C350,purchase,mobile,US,0,0
TX000286,2333.33,01/01/2024,M2,C098,transfer,web,AU,0,0
TX000287,2717.8,01/01/2024,M2,C166,transfer,web,AU,0,0
TX000288,1439.84,01/01/2024,M1,C809,purchase,web,IN,0,0
TX000289,2958.26,01/01/2024,M2,C662,transfer,web,IN,0,0
TX000290,162.2,01/01/2024,M1,C837,transfer,mobile,CA,0,0
TX000291,196.37,01/01/2024,M3,C975,transfer,POS,US,1,0
TX000292,4114.78,01/01/2024,M3,C513,transfer,web,IN,0,0
TX000293,1807.35,01/01/2024,M3,C663,transfer,web,IN,1,0
TX000294,644.03,01/01/2024,M2,C400,withdrawal,web,UK,0,0
TX000295,2615.99,01/01/2024,M2,C364,purchase,POS,UK,0,0
TX000296,3852.27,01/01/2024,M1,C576,transfer,mobile,IN,0,0
TX000297,1086.95,01/01/2024,M4,C325,purchase,mobile,CA,0,0
TX000298,3118.22,01/01/2024,M1,C580,transfer,mobile,US,1,0
TX000299,435.88,01/01/2024,M3,C632,withdrawal,mobile,IN,0,0
TX000300,267.89,01/01/2024,M1,C620,withdrawal,POS,CA,0,0
TX000301,2661.46,01/01/2024,M4,C827,transfer,POS,CA,1,0
TX000302,2707.77,01/01/2024,M2,C246,transfer,POS,IN,0,0
TX000303,3190.78,01/01/2024,M1,C433,transfer,web,CA,0,0
TX000304,3633.2,01/01/2024,M3,C092,withdrawal,POS,AU,0,0
TX000305,4879.5,01/01/2024,M3,C267,withdrawal,mobile,CA,0,1
TX000306,2586.34,01/01/2024,M2,C614,purchase,POS,IN,0,0
TX000307,1621.55,01/01/2024,M1,C942,withdrawal,web,CA,0,0
TX000308,3977.98,01/01/2024,M4,C962,transfer,mobile,IN,0,0
TX000309,1361.45,01/01/2024,M2,C623,purchase,POS,UK,0,0
TX000310,2200.47,01/01/2024,M1,C320,withdrawal,mobile,IN,0,0
TX000311,401.5,01/01/2024,M5,C922,withdrawal,mobile,CA,0,0
TX000312,136.5,01/01/2024,M3,C815,transfer,POS,IN,0,0
TX000313,4813.62,01/01/2024,M4,C855,purchase,POS,US,0,0
TX000314,4181.54,01/01/2024,M4,C061,withdrawal,web,IN,0,0
TX000315,3482.91,01/01/2024,M4,C299,withdrawal,POS,IN,0,0
TX000316,2050.68,01/01/2024,M3,C402,transfer,POS,US,0,0
TX000317,874.74,01/01/2024,M1,C954,purchase,POS,US,0,0
TX000318,790.62,01/01/2024,M2,C647,purchase,mobile,US,0,0
TX000319,1258.71,01/01/2024,M1,C566,purchase,web,AU,0,0
TX000320,2750.64,01/01/2024,M2,C619,purchase,mobile,IN,1,0
TX000321,3575.83,01/01/2024,M4,C302,transfer,POS,US,0,0
TX000322,3304.38,01/01/2024,M1,C769,withdrawal,web,US,0,0
TX000323,1406.87,01/01/2024,M4,C252,withdrawal,POS,UK,1,0
TX000324,4774.78,01/01/2024,M5,C733,purchase,mobile,AU,0,0
TX000325,3692.11,01/01/2024,M4,C477,purchase,mobile,IN,0,0
TX000326,2776.23,01/01/2024,M4,C368,purchase,POS,CA,0,0
TX000327,3062.49,01/01/2024,M2,C678,withdrawal,web,AU,0,0
TX000328,2103.8,01/01/2024,M5,C940,withdrawal,mobile,AU,0,0
TX000329,1246.18,01/01/2024,M4,C159,purchase,POS,UK,0,0
TX000330,1786.3,01/01/2024,M4,C960,transfer,POS,IN,0,0
TX000331,3791.65,01/01/2024,M5,C165,withdrawal,POS,IN,1,0
TX000332,81.82,01/01/2024,M5,C204,withdrawal,web,US,1,1
TX000333,589.2,01/01/2024,M1,C266,purchase,POS,US,0,0
TX000334,239.55,01/01/2024,M2,C137,transfer,POS,AU,0,1
TX000335,213.24,01/01/2024,M5,C367,purchase,mobile,UK,0,0
TX000336,4278.75,01/01/2024,M5,C442,purchase,POS,IN,0,0
TX000337,3521.25,01/01/2024,M3,C857,transfer,web,UK,0,0
TX000338,2376.13,01/01/2024,M5,C759,transfer,POS,CA,0,0
TX000339,498.19,01/01/2024,M2,C566,transfer,web,IN,0,0
TX000340,2463.16,01/01/2024,M4,C915,withdrawal,POS,US,0,0
TX000341,2372.62,01/01/2024,M4,C720,purchase,POS,AU,0,0
TX000342,874.28,01/01/2024,M4,C016,withdrawal,POS,UK,0,0
TX000343,2174.92,01/01/2024,M4,C067,transfer,web,US,0,0
TX000344,1998.54,01/01/2024,M3,C132,withdrawal,mobile,AU,0,0
TX000345,3083.09,01/01/2024,M5,C699,transfer,web,US,0,0
TX000346,3179.12,01/01/2024,M4,C918,transfer,mobile,IN,1,0
TX000347,236.07,01/01/2024,M1,C429,purchase,web,UK,0,0
TX000348,1879.32,01/01/2024,M4,C307,purchase,POS,CA,0,0
TX000349,3133.04,01/01/2024,M5,C649,purchase,POS,US,0,0
TX000350,2520.65,01/01/2024,M4,C173,withdrawal,mobile,UK,0,0
TX000351,4283.88,01/01/2024,M3,C411,purchase,mobile,IN,0,0
TX000352,3296.88,01/01/2024,M2,C096,transfer,web,US,0,0
TX000353,823.04,01/01/2024,M2,C682,purchase,web,IN,0,0
TX000354,362.14,01/01/2024,M5,C153,withdrawal,mobile,CA,0,0
TX000355,3215.67,01/01/2024,M2,C694,purchase,mobile,CA,0,0
TX000356,142.29,01/01/2024,M2,C241,purchase,web,AU,0,0
TX000357,2933.02,01/01/2024,M1,C303,purchase,mobile,AU,0,0
TX000358,4701.75,01/01/2024,M5,C284,withdrawal,mobile,AU,0,0
TX000359,2881.62,01/01/2024,M5,C026,transfer,mobile,IN,0,1
TX000360,1946.97,01/01/2024,M2,C401,transfer,mobile,AU,0,0
TX000361,3220.01,01/01/2024,M2,C359,transfer,POS,UK,0,0
TX000362,2296.68,01/01/2024,M2,C059,purchase,POS,IN,0,0
TX000363,2732.63,01/01/2024,M3,C201,purchase,mobile,IN,0,0
TX000364,4707.91,01/01/2024,M4,C761,withdrawal,web,AU,0,0
TX000365,1936.65,01/01/2024,M3,C873,transfer,POS,AU,0,0
TX000366,4806.34,01/01/2024,M5,C580,purchase,web,IN,1,1
TX000367,4527.7,01/01/2024,M1,C969,purchase,web,CA,0,0
TX000368,987,01/01/2024,M4,C369,purchase,POS,CA,0,0
TX000369,356.11,01/01/2024,M1,C532,withdrawal,web,AU,0,0
TX000370,512.88,01/01/2024,M5,C151,transfer,web,CA,0,0
TX000371,100.93,01/01/2024,M5,C101,withdrawal,mobile,UK,0,0
